Time,WH,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2022/6/12 10:00,14064,1000.1,1009.8,29.4,23.4,70.0,1.6,220.0,4.6,260.0,0.0,0.0,0.1,1.72,15.0,5.0,10.0
2022/6/12 11:00,13589,999.8,1009.5,30.1,23.6,68.0,1.7,260.0,4.2,260.0,0.0,0.0,0.2,1.83,20.0,6.0,9.0
2022/6/12 12:00,14247,999.1,1008.8,30.5,23.9,68.0,2.0,230.0,5.7,260.0,0.0,0.0,0.1,1.84,20.0,6.0,9.0
2022/6/12 13:00,14291,998.6,1008.3,30.5,23.7,67.0,2.1,250.0,5.8,240.0,0.0,0.0,0.1,2.13,20.0,6.0,9.0
2022/6/12 14:00,18048,998.3,1008.0,30.6,24.5,70.0,1.6,240.0,6.0,240.0,0.0,0.0,0.5,2.41,20.0,6.0,9.0
2022/6/12 15:00,7880,998.1,1007.8,30.4,25.0,73.0,1.8,260.0,7.5,240.0,0.0,0.0,0.6,1.65,20.0,3.0,9.0
2022/6/12 16:00,5590,998.4,1008.1,28.8,23.9,75.0,2.0,230.0,6.1,230.0,0.0,0.0,0.1,0.82,20.0,1.0,9.0
2022/6/12 17:00,1567,999.1,1008.8,28.0,24.4,81.0,1.2,210.0,5.6,240.0,0.0,0.0,0.0,0.23,20.0,0.0,6.0
2022/6/13 06:00,4302,998.2,1008.0,27.6,21.4,69.0,1.1,190.0,3.3,170.0,0.0,0.0,0.2,0.62,20.0,0.0,6.0
2022/6/13 07:00,10021,998.4,1008.1,28.9,21.9,66.0,2.2,190.0,5.2,170.0,0.0,0.0,0.7,1.12,20.0,2.0,6.0
2022/6/13 08:00,14619,998.6,1008.3,29.8,22.0,63.0,2.1,190.0,7.6,160.0,0.0,0.0,1.0,2.25,18.0,4.0,6.0
2022/6/13 09:00,18829,998.6,1008.2,30.9,23.1,63.0,3.7,190.0,8.6,180.0,0.0,0.0,0.9,2.18,18.0,6.0,6.0
2022/6/13 10:00,22209,998.3,1007.9,32.1,23.7,61.0,3.9,220.0,9.5,230.0,0.0,0.0,0.9,3.14,18.0,9.0,6.0
2022/6/13 11:00,16265,997.8,1007.4,32.6,23.0,57.0,3.9,210.0,11.0,240.0,0.0,0.0,0.6,2.91,20.0,9.0,9.0
2022/6/13 12:00,18650,997.2,1006.8,32.3,23.6,60.0,3.0,220.0,10.8,260.0,0.0,0.0,0.7,2.93,20.0,9.0,9.0
2022/6/13 13:00,14527,996.9,1006.5,32.0,24.4,64.0,2.8,220.0,9.7,220.0,0.0,0.0,0.5,2.17,20.0,6.0,9.0
2022/6/13 14:00,9497,996.9,1006.5,31.0,22.6,61.0,3.0,210.0,10.3,250.0,0.0,0.0,0.0,1.19,18.0,3.0,9.0
2022/6/13 15:00,7489,997.0,1006.6,30.5,23.7,67.0,1.9,220.0,5.9,170.0,0.0,0.0,0.0,0.97,18.0,2.0,9.0
2022/6/13 16:00,4696,997.2,1006.9,30.0,23.7,69.0,2.0,210.0,6.9,200.0,0.0,0.0,0.0,0.55,18.0,1.0,9.0
2022/6/13 17:00,2248,997.5,1007.2,29.3,23.7,72.0,2.0,200.0,6.1,180.0,0.0,0.0,0.0,0.23,20.0,0.0,7.0
2022/6/14 06:00,2096,998.4,1008.2,27.3,22.3,74.0,1.3,180.0,4.5,190.0,0.0,0.0,0.0,0.27,20.0,0.0,7.0
2022/6/14 07:00,3647,998.7,1008.4,28.4,21.5,66.0,2.6,190.0,6.1,170.0,0.0,0.0,0.0,0.48,20.0,1.0,7.0
2022/6/14 08:00,9175,998.7,1008.4,30.0,21.7,61.0,2.6,180.0,6.1,200.0,0.0,0.0,0.7,1.41,20.0,3.0,7.0
2022/6/14 09:00,16620,998.9,1008.6,30.1,22.6,64.0,2.8,210.0,7.7,180.0,0.0,0.0,0.6,2.23,20.0,6.0,8.0
2022/6/14 10:00,19147,999.1,1008.8,31.0,22.4,60.0,2.9,200.0,8.1,220.0,0.0,0.0,0.8,2.62,20.0,7.0,8.0
2022/6/14 11:00,19882,998.7,1008.3,32.0,22.2,56.0,2.8,180.0,7.9,190.0,0.0,0.0,0.8,3.2,20.0,9.0,8.0
2022/6/14 12:00,20361,998.2,1007.8,32.9,23.3,57.0,3.2,220.0,9.4,230.0,0.0,0.0,0.6,2.82,20.0,8.0,8.0
2022/6/14 13:00,20128,997.8,1007.4,32.4,22.8,57.0,3.8,220.0,9.1,230.0,0.0,0.0,0.6,2.83,20.0,8.0,8.0
2022/6/14 14:00,11151,998.0,1007.6,31.7,22.7,59.0,2.5,230.0,8.8,230.0,0.0,0.0,0.2,1.72,20.0,5.0,8.0
2022/6/14 15:00,9812,998.0,1007.6,31.6,24.5,66.0,2.9,240.0,7.6,240.0,0.0,0.0,0.3,1.55,20.0,3.0,8.0
2022/6/14 16:00,7850,998.3,1007.9,30.9,24.1,67.0,2.2,210.0,6.9,230.0,0.0,0.0,0.7,1.19,20.0,1.0,8.0
2022/6/14 17:00,3852,999.0,1008.7,30.2,23.4,67.0,2.7,230.0,8.0,200.0,0.0,0.0,0.2,0.48,20.0,0.0,10.0
2022/6/15 06:00,1152,999.0,1008.8,27.1,22.5,76.0,0.9,150.0,2.8,130.0,0.0,0.0,0.0,0.17,20.0,0.0,10.0
2022/6/15 07:00,2804,999.6,1009.4,27.2,22.8,77.0,1.7,210.0,4.6,160.0,0.0,0.0,0.0,0.42,20.0,1.0,10.0
2022/6/15 08:00,4304,1001.1,1010.9,27.9,21.9,70.0,0.9,170.0,4.9,220.0,0.0,0.0,0.0,0.51,20.0,1.0,10.0
2022/6/15 09:00,6586,1001.9,1011.7,28.7,23.2,72.0,0.5,160.0,2.7,180.0,0.0,0.2,0.0,0.82,15.0,2.0,10.0
2022/6/15 10:00,10880,1001.8,1011.5,29.0,23.2,71.0,1.2,200.0,3.9,180.0,0.0,0.1,0.0,1.09,15.0,4.0,10.0
2022/6/15 11:00,12666,1001.0,1010.7,30.3,22.8,64.0,1.5,200.0,4.1,200.0,0.0,0.0,0.0,1.47,15.0,5.0,10.0
2022/6/15 12:00,12647,1000.5,1010.2,30.4,23.8,68.0,2.2,260.0,5.4,200.0,0.0,0.0,0.0,1.56,15.0,5.0,10.0
2022/6/15 13:00,4351,1001.1,1010.9,27.4,22.1,73.0,1.3,80.0,6.1,260.0,0.0,0.0,0.0,0.69,15.0,2.0,10.0
2022/6/15 14:00,6582,1000.7,1010.4,28.5,22.3,69.0,1.0,60.0,4.2,20.0,0.0,0.0,0.0,0.85,10.0,2.0,10.0
2022/6/15 15:00,9405,1000.2,1009.9,29.1,23.1,70.0,1.1,60.0,2.7,90.0,0.0,0.0,0.2,1.22,10.0,3.0,10.0
2022/6/15 16:00,926,1000.2,1010.0,27.2,24.7,86.0,0.5,110.0,4.7,30.0,1.0,0.3,0.0,0.15,10.0,0.0,10.0
2022/6/15 17:00,1146,1000.3,1010.2,25.2,23.8,92.0,0.6,140.0,5.2,150.0,1.0,1.0,0.0,0.13,20.0,0.0,10.0
2022/6/16 06:00,3594,1002.6,1012.4,27.1,23.4,80.0,1.0,220.0,2.4,200.0,0.0,0.0,0.0,0.47,20.0,0.0,10.0
2022/6/16 07:00,2951,1002.1,1011.9,26.9,23.2,80.0,0.6,190.0,2.8,130.0,0.0,0.0,0.0,0.3,20.0,0.0,10.0
2022/6/16 08:00,3818,1002.2,1012.0,25.8,23.9,89.0,1.0,80.0,5.8,260.0,0.5,0.5,0.1,0.56,20.0,1.0,8.0
2022/6/16 09:00,16784,1001.6,1011.3,28.7,23.4,73.0,0.5,200.0,3.6,90.0,0.0,0.0,0.8,2.47,20.0,7.0,8.0
2022/6/16 10:00,22588,1001.1,1010.8,30.8,22.7,62.0,2.6,200.0,5.5,200.0,0.0,0.0,1.0,3.34,20.0,10.0,8.0
2022/6/16 11:00,17207,1000.5,1010.2,31.3,24.2,66.0,1.6,250.0,5.5,280.0,0.0,0.0,0.6,2.64,15.0,8.0,10.0
2022/6/16 12:00,17790,999.8,1009.5,30.6,24.8,71.0,1.7,240.0,5.5,250.0,0.0,0.0,0.1,1.71,15.0,6.0,10.0
2022/6/16 13:00,10748,999.2,1008.9,29.7,24.4,73.0,1.8,220.0,5.8,250.0,0.0,0.0,0.0,1.33,15.0,4.0,10.0
2022/6/16 14:00,10861,999.0,1008.7,30.0,24.6,73.0,2.1,250.0,5.1,240.0,0.0,0.0,0.0,1.43,20.0,4.0,9.0
2022/6/16 15:00,7785,999.1,1008.8,29.8,23.5,69.0,2.1,260.0,5.4,260.0,0.0,0.0,0.1,1.13,20.0,2.0,9.0
2022/6/16 16:00,5454,999.6,1009.3,29.1,22.1,66.0,2.5,260.0,5.6,250.0,0.0,0.0,0.0,0.7,20.0,1.0,9.0
2022/6/16 17:00,2241,999.9,1009.6,28.7,23.2,72.0,1.1,250.0,4.6,230.0,0.0,0.0,0.0,0.28,20.0,0.0,8.0
2022/6/17 06:00,3619,1000.0,1009.8,27.6,22.8,75.0,1.0,190.0,3.3,190.0,0.0,0.0,0.2,0.49,20.0,0.0,8.0
2022/6/17 07:00,11023,1000.1,1009.8,28.9,23.1,71.0,2.0,200.0,5.9,190.0,0.0,0.0,0.8,1.54,20.0,2.0,8.0
2022/6/17 08:00,15985,1000.0,1009.7,30.6,23.5,66.0,2.3,210.0,6.2,180.0,0.0,0.0,0.9,2.1,20.0,4.0,8.0
2022/6/17 09:00,14972,999.9,1009.6,30.3,22.2,62.0,2.7,210.0,6.6,170.0,0.0,0.0,0.4,1.96,20.0,5.0,10.0
2022/6/17 10:00,15090,1000.3,1010.0,30.3,23.3,66.0,2.2,230.0,6.5,200.0,0.0,0.0,0.3,1.92,20.0,6.0,10.0
2022/6/17 11:00,11676,1000.1,1009.8,30.7,23.9,67.0,1.7,220.0,7.5,250.0,0.0,0.0,0.0,1.39,20.0,5.0,10.0
2022/6/17 12:00,11226,999.7,1009.4,30.5,23.4,66.0,2.0,260.0,6.3,260.0,0.0,0.0,0.0,1.37,20.0,4.0,10.0
2022/6/17 13:00,15316,999.2,1008.9,30.5,23.4,66.0,2.6,230.0,6.0,250.0,0.0,0.0,0.4,2.25,20.0,7.0,10.0
2022/6/17 14:00,12356,999.1,1008.8,30.4,23.4,66.0,1.6,200.0,5.8,220.0,0.0,0.0,0.4,1.88,20.0,5.0,9.0
2022/6/17 15:00,8708,999.1,1008.8,29.3,21.8,64.0,2.0,160.0,6.5,180.0,0.0,0.0,0.2,1.0,20.0,2.0,9.0
2022/6/17 16:00,3089,999.0,1008.8,27.8,23.2,76.0,0.9,140.0,5.6,130.0,0.0,0.0,0.0,0.49,20.0,1.0,9.0
2022/6/17 17:00,2814,999.2,1008.9,28.7,23.2,72.0,1.1,180.0,3.1,190.0,0.0,0.0,0.0,0.4,18.0,0.0,6.0
2022/6/18 06:00,4627,999.1,1008.9,26.7,20.1,67.0,1.1,200.0,2.8,180.0,0.0,0.0,0.2,0.7,18.0,1.0,6.0
2022/6/18 07:00,11428,999.4,1009.1,28.7,21.5,65.0,1.7,190.0,5.8,200.0,0.0,0.0,0.7,1.62,18.0,2.0,6.0
2022/6/18 08:00,13340,1000.0,1009.7,29.5,23.2,69.0,2.0,190.0,5.8,200.0,0.0,0.0,0.7,1.67,20.0,3.0,8.0
2022/6/18 09:00,14119,999.9,1009.6,30.1,22.6,64.0,2.6,200.0,6.3,170.0,0.0,0.0,0.7,1.93,20.0,5.0,8.0
2022/6/18 10:00,16993,999.8,1009.4,31.3,23.2,62.0,1.7,220.0,5.7,180.0,0.0,0.0,0.8,2.59,20.0,7.0,8.0
2022/6/18 11:00,16037,999.4,1009.0,31.7,23.5,62.0,2.4,220.0,6.7,170.0,0.0,0.0,0.5,2.13,18.0,7.0,6.0
2022/6/18 12:00,20369,998.7,1008.3,31.9,24.0,63.0,1.9,210.0,6.6,200.0,0.0,0.0,0.8,3.2,18.0,9.0,6.0
2022/6/18 13:00,20581,998.4,1008.0,32.9,24.4,61.0,3.5,240.0,7.0,230.0,0.0,0.0,0.9,3.2,18.0,9.0,6.0
2022/6/18 14:00,15924,998.0,1007.6,33.0,23.7,58.0,3.1,240.0,7.4,250.0,0.0,0.0,0.9,2.81,18.0,6.0,8.0
2022/6/18 15:00,13679,998.0,1007.6,32.1,23.1,59.0,2.9,220.0,7.7,200.0,0.0,0.0,1.0,2.12,18.0,4.0,8.0
2022/6/18 16:00,5245,998.5,1008.2,30.5,22.7,63.0,2.1,190.0,7.4,240.0,0.0,0.0,0.3,0.84,18.0,1.0,8.0
2022/6/18 17:00,3171,998.7,1008.4,30.1,22.3,63.0,1.0,130.0,4.8,180.0,0.0,0.0,0.2,0.45,18.0,0.0,8.0
2022/6/19 06:00,4070,999.1,1008.9,26.9,20.8,69.0,1.6,190.0,3.5,200.0,0.0,0.0,0.1,0.59,18.0,0.0,8.0
2022/6/19 07:00,8782,999.2,1008.9,28.3,21.6,67.0,1.1,230.0,3.5,190.0,0.0,0.0,0.7,1.29,18.0,2.0,8.0
2022/6/19 08:00,14520,999.3,1009.0,29.8,22.8,66.0,1.9,200.0,4.2,170.0,0.0,0.0,1.0,1.97,15.0,4.0,8.0
2022/6/19 09:00,16050,999.2,1008.9,31.0,22.6,61.0,1.8,210.0,6.2,170.0,0.0,0.0,1.0,2.47,15.0,6.0,7.0
2022/6/19 10:00,19999,999.0,1008.6,31.4,23.0,61.0,2.3,220.0,8.9,180.0,0.0,0.0,0.8,2.96,15.0,8.0,7.0
2022/6/19 11:00,18432,998.7,1008.3,32.4,23.4,59.0,3.0,190.0,7.1,200.0,0.0,0.0,0.8,3.21,15.0,9.0,7.0
2022/6/19 12:00,14384,998.0,1007.6,31.7,24.1,64.0,2.7,190.0,7.8,190.0,0.0,0.0,0.2,1.65,15.0,6.0,7.0
2022/6/19 13:00,15384,997.7,1007.3,32.6,24.9,64.0,3.4,240.0,8.1,250.0,0.0,0.0,0.5,2.3,15.0,6.0,7.0
2022/6/19 14:00,18396,997.5,1007.1,32.2,24.3,63.0,2.6,260.0,8.7,240.0,0.0,0.0,1.0,2.64,12.0,6.0,6.0
2022/6/19 15:00,15352,997.5,1007.1,32.7,23.9,60.0,2.0,230.0,7.4,260.0,0.0,0.0,1.0,2.35,12.0,4.0,6.0
2022/6/19 16:00,8509,998.1,1007.7,31.4,23.3,62.0,2.6,220.0,7.7,240.0,0.0,0.0,1.0,1.32,12.0,1.0,6.0
2022/6/19 17:00,4610,998.5,1008.2,30.7,22.3,61.0,1.1,170.0,7.7,240.0,0.0,0.0,0.4,0.67,12.0,0.0,4.0
2022/6/20 06:00,4259,997.9,1007.7,27.2,21.0,69.0,0.8,150.0,3.4,160.0,0.0,0.0,0.2,0.63,12.0,0.0,4.0
2022/6/20 07:00,7866,998.1,1007.8,29.0,23.0,70.0,1.9,190.0,5.0,200.0,0.0,0.0,0.5,1.23,12.0,2.0,4.0
2022/6/20 08:00,15296,998.1,1007.8,30.3,22.8,64.0,2.3,190.0,6.9,180.0,0.0,0.0,1.0,2.19,12.0,4.0,3.0
2022/6/20 09:00,17324,997.9,1007.5,31.3,21.8,57.0,2.8,170.0,7.8,180.0,0.0,0.0,0.9,2.88,12.0,7.0,7.0
2022/6/20 10:00,22992,997.5,1007.1,32.1,23.1,59.0,2.7,190.0,8.5,160.0,0.0,0.0,0.6,2.48,12.0,7.0,7.0
2022/6/20 11:00,18668,997.1,1006.7,32.9,24.1,60.0,2.4,200.0,7.8,220.0,0.0,0.0,0.5,2.5,15.0,8.0,6.0
2022/6/20 12:00,19575,996.4,1006.0,32.7,22.8,56.0,2.9,240.0,7.6,260.0,0.0,0.0,0.4,2.16,15.0,7.0,6.0
2022/6/20 13:00,19697,996.1,1005.6,33.4,24.6,60.0,2.9,230.0,8.4,260.0,0.0,0.0,0.6,2.67,15.0,7.0,6.0
2022/6/20 14:00,19611,995.9,1005.5,33.0,23.4,57.0,2.6,240.0,9.2,260.0,0.0,0.0,1.0,2.97,18.0,7.0,8.0
2022/6/20 15:00,14433,995.8,1005.4,32.3,23.0,58.0,2.6,240.0,7.2,250.0,0.0,0.0,1.0,2.1,18.0,4.0,8.0
2022/6/20 16:00,6653,995.9,1005.5,31.4,23.3,62.0,2.2,250.0,6.4,230.0,0.0,0.0,0.8,1.21,18.0,1.0,8.0
2022/6/20 17:00,5972,996.6,1006.2,30.9,23.8,66.0,2.1,250.0,6.7,250.0,0.0,0.0,0.9,0.93,15.0,0.0,8.0
2022/6/21 06:00,2029,997.9,1007.7,27.4,20.5,66.0,0.6,170.0,3.4,210.0,0.0,0.0,0.0,0.36,15.0,0.0,8.0
2022/6/21 07:00,6882,998.2,1007.9,28.6,21.9,67.0,1.5,190.0,3.1,200.0,0.0,0.0,0.1,0.94,15.0,1.0,8.0
2022/6/21 08:00,15769,998.5,1008.2,30.6,23.0,64.0,2.2,210.0,4.9,230.0,0.0,0.0,0.8,2.04,15.0,4.0,8.0
2022/6/21 09:00,20036,998.5,1008.1,31.3,22.6,60.0,1.8,190.0,6.1,190.0,0.0,0.0,0.6,2.31,15.0,6.0,9.0
2022/6/21 10:00,15673,998.3,1007.9,31.9,23.5,61.0,1.8,240.0,4.1,200.0,0.0,0.0,0.5,2.23,15.0,9.0,9.0
2022/6/21 11:00,19237,998.5,1008.1,31.4,24.6,67.0,3.0,260.0,7.4,250.0,0.0,0.0,0.5,2.35,15.0,9.0,6.0
2022/6/21 12:00,19385,998.1,1007.7,32.2,24.3,63.0,2.0,260.0,6.9,270.0,0.0,0.0,0.6,2.92,15.0,11.0,6.0
2022/6/21 13:00,21808,997.9,1007.5,32.3,23.6,60.0,2.4,240.0,7.4,260.0,0.0,0.0,0.8,3.06,15.0,11.0,6.0
2022/6/21 14:00,19741,997.7,1007.3,32.7,23.1,57.0,2.1,260.0,7.5,240.0,0.0,0.0,0.7,2.45,18.0,8.0,8.0
2022/6/21 15:00,12319,998.6,1008.3,28.9,19.8,58.0,1.7,160.0,8.2,180.0,0.0,0.0,0.5,1.69,18.0,4.0,8.0
2022/6/21 16:00,8916,998.9,1008.6,29.4,20.9,60.0,1.4,140.0,6.0,120.0,0.0,0.0,0.6,1.37,18.0,2.0,8.0
2022/6/21 17:00,3328,998.2,1007.9,28.9,19.8,58.0,1.4,130.0,4.5,140.0,0.0,0.0,0.1,0.47,18.0,1.0,0.0
2022/6/22 06:00,3820,1001.4,1011.2,25.9,19.8,69.0,0.3,140.0,1.9,120.0,0.0,0.0,0.2,0.55,18.0,1.0,0.0
2022/6/22 07:00,10388,1001.5,1011.3,28.3,19.5,59.0,0.3,180.0,1.6,50.0,0.0,0.0,0.7,1.46,18.0,3.0,0.0
2022/6/22 08:00,15577,1002.0,1011.7,30.4,21.8,60.0,1.3,200.0,4.2,250.0,0.0,0.0,1.0,2.22,18.0,5.0,0.0
2022/6/22 09:00,19590,1001.8,1011.5,31.6,23.2,61.0,2.4,220.0,5.0,200.0,0.0,0.0,1.0,2.74,15.0,8.0,7.0
2022/6/22 10:00,19098,1001.8,1011.5,31.8,23.1,60.0,2.1,210.0,5.2,200.0,0.0,0.0,0.8,2.81,15.0,10.0,7.0
2022/6/22 11:00,19756,1001.5,1011.1,32.6,23.3,58.0,2.3,230.0,6.7,250.0,0.0,0.0,0.8,3.34,18.0,12.0,6.0
2022/6/22 12:00,20630,1001.1,1010.7,32.5,25.3,66.0,2.7,230.0,7.5,240.0,0.0,0.0,0.8,3.3,18.0,11.0,6.0
2022/6/22 13:00,18978,1000.5,1010.1,33.2,24.7,61.0,1.8,240.0,7.3,250.0,0.0,0.0,0.8,3.0,18.0,10.0,6.0
2022/6/22 14:00,15393,1000.8,1010.4,32.8,23.8,59.0,2.7,240.0,6.3,260.0,0.0,0.0,0.6,1.74,15.0,6.0,8.0
2022/6/22 15:00,5059,1001.2,1010.9,31.4,23.0,61.0,2.6,220.0,6.5,260.0,0.0,0.0,0.3,1.13,15.0,2.0,8.0
2022/6/22 16:00,1740,1001.2,1010.9,28.9,22.4,68.0,2.2,220.0,5.3,190.0,0.0,0.0,0.0,0.32,15.0,1.0,8.0
2022/6/22 17:00,1779,1001.4,1011.2,28.5,22.7,71.0,0.8,150.0,4.2,170.0,0.0,0.0,0.0,0.31,15.0,0.0,0.0
2022/6/23 06:00,3091,1002.9,1012.7,27.5,22.0,72.0,1.1,180.0,2.9,180.0,0.0,0.0,0.1,0.51,15.0,1.0,0.0
2022/6/23 07:00,9579,1003.1,1012.8,29.3,22.8,68.0,1.5,240.0,3.7,260.0,0.0,0.0,0.7,1.36,15.0,2.0,0.0
2022/6/23 08:00,15491,1003.0,1012.7,31.0,23.2,63.0,1.8,190.0,6.7,190.0,0.0,0.0,1.0,2.19,20.0,5.0,0.0
2022/6/23 09:00,19538,1002.4,1012.0,32.2,22.9,58.0,2.4,220.0,6.1,180.0,0.0,0.0,1.0,2.88,20.0,9.0,4.0
2022/6/23 10:00,21235,1001.6,1011.2,33.0,22.2,53.0,1.8,190.0,5.8,190.0,0.0,0.0,1.0,3.48,20.0,12.0,4.0
2022/6/23 11:00,21488,1000.5,1010.1,33.9,23.0,53.0,2.4,180.0,6.5,180.0,0.0,0.0,1.0,3.52,15.0,12.0,4.0
2022/6/23 12:00,20933,999.6,1009.2,33.4,24.9,61.0,2.5,280.0,6.3,270.0,0.0,0.0,0.7,2.83,15.0,11.0,4.0
2022/6/23 13:00,20205,999.2,1008.8,33.5,26.5,67.0,3.0,250.0,6.5,250.0,0.0,0.0,0.9,3.29,15.0,11.0,4.0
2022/6/23 14:00,20326,999.0,1008.6,32.3,25.9,69.0,2.8,240.0,7.4,260.0,0.0,0.0,0.8,2.86,15.0,8.0,10.0
2022/6/23 15:00,10035,999.5,1009.2,31.0,24.4,68.0,1.5,260.0,7.4,250.0,0.0,0.0,0.2,1.3,15.0,3.0,10.0
2022/6/23 16:00,1293,1000.5,1010.2,30.2,24.4,71.0,1.1,190.0,4.9,210.0,0.0,0.0,0.0,0.12,15.0,0.0,10.0
2022/6/23 17:00,299,1001.5,1011.2,28.8,23.7,74.0,2.5,190.0,6.2,200.0,0.0,0.0,0.0,0.04,18.0,0.0,4.0
2022/6/24 06:00,4369,1000.9,1010.7,27.2,22.8,77.0,0.2,0.0,3.0,170.0,0.0,0.0,0.2,0.66,18.0,1.0,4.0
2022/6/24 07:00,8437,1001.1,1010.8,28.6,23.5,74.0,0.9,200.0,2.8,180.0,0.0,0.0,0.7,1.38,18.0,2.0,4.0
2022/6/24 08:00,15138,1001.0,1010.7,29.9,24.1,71.0,1.7,240.0,3.9,260.0,0.0,0.0,0.8,1.79,18.0,5.0,3.0
2022/6/24 09:00,19510,1000.2,1009.8,31.6,23.2,61.0,2.5,200.0,6.5,240.0,0.0,0.0,0.9,2.73,18.0,8.0,6.0
2022/6/24 10:00,15343,999.8,1009.4,31.9,23.5,61.0,2.1,200.0,7.1,190.0,0.0,0.0,0.5,2.51,18.0,9.0,6.0
2022/6/24 11:00,16126,999.3,1008.9,32.9,23.9,59.0,1.8,230.0,6.5,170.0,0.0,0.0,0.5,2.36,18.0,9.0,8.0
2022/6/24 12:00,16627,998.8,1008.4,32.5,24.6,63.0,2.9,250.0,6.8,260.0,0.0,0.0,0.6,2.87,18.0,10.0,8.0
2022/6/24 13:00,14687,998.2,1007.8,31.2,24.6,68.0,3.3,260.0,7.9,270.0,0.0,0.0,0.5,2.27,18.0,8.0,8.0
2022/6/24 14:00,3384,997.8,1007.5,30.0,24.2,71.0,3.6,250.0,8.0,250.0,0.0,0.0,0.0,0.42,10.0,2.0,10.0
2022/6/24 15:00,705,999.0,1008.8,26.7,24.6,88.0,1.2,130.0,5.1,270.0,0.5,0.5,0.0,0.07,10.0,0.0,10.0
2022/6/24 16:00,0,999.9,1009.8,24.9,24.4,97.0,0.8,160.0,6.6,170.0,17.0,1.0,0.0,0.01,10.0,0.0,10.0
2022/6/24 17:00,0,1000.0,1009.9,24.6,23.9,96.0,1.0,120.0,3.3,90.0,1.0,1.0,0.0,0.01,20.0,0.0,8.0
2022/6/25 06:00,2315,999.2,1009.0,25.6,24.4,93.0,0.4,140.0,1.5,130.0,0.0,0.0,0.0,0.37,20.0,1.0,8.0
2022/6/25 07:00,10568,999.6,1009.4,27.7,23.7,79.0,0.6,180.0,1.6,200.0,0.0,0.0,0.4,1.33,20.0,2.0,8.0
2022/6/25 08:00,12360,999.9,1009.6,29.1,24.0,74.0,0.9,160.0,2.1,160.0,0.0,0.0,0.9,1.66,20.0,5.0,8.0
2022/6/25 09:00,16175,1000.1,1009.8,30.8,24.2,68.0,2.2,210.0,6.1,210.0,0.0,0.0,1.0,2.57,20.0,8.0,8.0
2022/6/25 10:00,21209,1000.2,1009.8,31.4,24.6,67.0,2.1,230.0,4.8,210.0,0.0,0.0,1.0,3.23,20.0,11.0,8.0
2022/6/25 11:00,20719,999.9,1009.5,32.5,23.5,59.0,2.6,210.0,6.5,180.0,0.0,0.0,0.7,3.0,20.0,11.0,10.0
2022/6/25 12:00,20491,998.9,1008.5,32.6,23.8,60.0,2.8,230.0,6.7,210.0,0.0,0.0,0.7,3.05,20.0,11.0,10.0
2022/6/25 13:00,2621,998.8,1008.5,27.9,23.1,75.0,2.1,220.0,11.9,260.0,0.0,0.0,0.0,0.5,20.0,2.0,10.0
2022/6/25 14:00,2187,998.9,1008.6,28.1,24.7,82.0,1.4,230.0,3.4,180.0,0.0,0.0,0.0,0.25,1.2,1.0,10.0
2022/6/25 15:00,1486,1000.1,1009.9,26.7,25.1,91.0,2.0,210.0,8.4,220.0,2.5,0.7,0.0,0.16,1.2,1.0,10.0
2022/6/25 16:00,148,1000.6,1010.5,23.6,23.1,97.0,1.0,110.0,8.9,170.0,32.0,1.0,0.0,0.05,1.2,0.0,10.0
2022/6/25 17:00,0,1000.5,1010.4,24.0,23.5,97.0,0.6,70.0,4.0,100.0,2.5,1.0,0.0,0.02,20.0,0.0,8.0
2022/6/26 06:00,4305,1001.8,1011.7,25.4,22.7,85.0,0.7,150.0,1.4,170.0,0.0,0.0,0.2,0.61,20.0,1.0,8.0
2022/6/26 07:00,7010,1002.4,1012.2,26.6,23.5,83.0,0.1,0.0,2.0,120.0,0.0,0.0,0.0,0.67,20.0,2.0,8.0
2022/6/26 08:00,15249,1002.5,1012.2,29.4,23.8,72.0,0.4,190.0,2.1,250.0,0.0,0.0,0.8,2.07,20.0,5.0,5.0
2022/6/26 09:00,19225,1002.4,1012.1,30.6,23.0,64.0,1.4,180.0,3.3,290.0,0.0,0.0,1.0,2.31,20.0,8.0,8.0
2022/6/26 10:00,22721,1002.4,1012.1,32.0,23.0,59.0,1.8,210.0,4.9,200.0,0.0,0.0,0.9,3.31,20.0,12.0,8.0
2022/6/26 11:00,22131,1001.7,1011.3,32.5,23.5,59.0,2.5,210.0,6.3,180.0,0.0,0.0,0.8,3.38,20.0,13.0,3.0
2022/6/26 12:00,21428,1000.7,1010.3,32.9,23.9,59.0,2.2,240.0,6.0,190.0,0.0,0.0,0.9,3.71,20.0,13.0,3.0
2022/6/26 13:00,21091,1000.3,1009.9,32.4,24.5,63.0,2.7,260.0,5.3,280.0,0.0,0.0,0.9,3.35,20.0,11.0,3.0
2022/6/26 14:00,19290,999.8,1009.4,32.5,24.8,64.0,2.3,230.0,6.8,260.0,0.0,0.0,0.9,2.76,20.0,8.0,7.0
2022/6/26 15:00,14480,999.6,1009.2,31.6,24.5,66.0,2.2,260.0,7.0,250.0,0.0,0.0,0.7,1.87,20.0,4.0,7.0
2022/6/26 16:00,8913,1000.5,1010.2,30.6,23.0,64.0,1.9,270.0,5.8,250.0,0.0,0.0,0.6,1.36,20.0,2.0,7.0
